hour,price,category,frequency,is_essential,deliberation_minutes,on_wishlist,impulse_level
17,197.5,home,10,0,439,1,0
12,196.84,beauty,11,0,3994,1,1
23,129.41,home,15,0,58,0,3
22,356.22,electronics,19,0,9,0,3
23,482.32,electronics,15,1,2,0,1
5,481.43,beauty,17,0,8815,1,1
8,280.52,food,6,1,289,1,0
10,235.83,food,2,1,639,1,0
1,387.96,beauty,20,0,1466,1,1
18,277.33,clothing,11,0,14,0,3
16,38.75,home,6,1,12,0,1
2,177.95,food,11,1,842,1,0
19,267.6,home,1,1,1090,1,0
7,452.73,home,20,1,529,1,0
10,193.78,clothing,13,1,44,0,1
0,456.11,electronics,17,0,6,0,3
1,151.73,beauty,7,0,2584,1,1
3,87.86,home,18,1,641,1,0
21,316.61,food,14,1,578,1,0
22,439.93,beauty,14,0,62,0,2
23,344.59,clothing,15,0,1248,1,2
2,31.86,electronics,18,1,264,0,1
8,206.78,entertainment,13,0,327,1,0
21,63.56,clothing,20,1,13,0,1
1,351.94,clothing,12,0,168,1,2
21,154.17,clothing,10,0,566,0,2
12,411.95,clothing,16,1,67,1,0
23,198.54,home,10,0,2428,1,0
21,444.05,beauty,12,0,329,1,1
17,74.98,clothing,1,0,124,1,0
17,473.75,electronics,7,0,15,0,2
11,109.81,beauty,17,0,106,1,0
19,418.2,food,4,1,85,0,0
1,426.44,home,15,0,5380,1,1
21,38.34,clothing,7,0,31,0,2
10,181.78,beauty,8,0,1,0,2
6,162.3,entertainment,11,0,40,1,2
18,80.44,home,12,0,6,0,3
5,7.39,food,8,1,6,0,2
8,420.85,food,11,1,438,0,2
11,388.51,entertainment,18,0,1240,0,3
2,421.69,food,18,1,155,0,1
20,42.85,clothing,1,0,95,0,1
18,291.56,home,7,0,3,0,2
17,447.52,home,16,0,312,1,0
12,115.54,home,10,1,80,0,0
2,201.41,home,1,0,23,0,3
19,343.66,home,5,1,72,1,0
18,331.41,food,16,0,137,1,0
15,119.72,electronics,12,1,17,0,1
16,454.32,electronics,13,0,414,0,2
1,24.75,beauty,11,0,2,0,3
20,415.68,beauty,9,0,230,0,2
12,328.57,electronics,19,0,12,0,2
16,129.54,food,17,1,9,0,2
11,246.0,entertainment,20,1,870,0,2
14,86.97,clothing,17,0,193,1,0
5,82.89,home,4,0,26,0,1
10,361.53,entertainment,16,0,38,0,3
20,417.52,clothing,8,1,7,0,1
5,71.69,home,2,0,871,1,0
5,132.84,food,17,0,1,0,2
18,320.62,beauty,10,0,387,1,1
19,496.42,entertainment,6,0,556,0,2
4,398.33,food,20,1,163,1,0
23,344.37,entertainment,20,0,90,1,2
12,70.45,clothing,7,0,92,0,2
21,212.8,food,20,1,16,0,1
19,301.91,home,17,0,108,1,0
21,69.51,home,18,0,12,0,2
21,326.37,home,14,1,1588,1,0
16,217.33,entertainment,13,0,397,0,2
22,290.18,entertainment,5,0,19,0,2
2,145.22,home,14,1,10,1,0
23,395.76,home,17,1,1218,1,0
20,106.68,electronics,14,1,446,1,0
20,294.76,electronics,18,0,38,1,0
8,495.94,entertainment,7,0,98,0,1
15,93.47,home,18,1,36,0,0
18,175.46,beauty,13,0,51,0,2
21,63.95,food,15,1,1,0,2
3,111.16,entertainment,11,0,4,0,3
21,354.86,food,13,0,545,1,1
2,412.51,entertainment,20,0,87,1,2
7,188.56,home,2,0,47,0,2
12,308.91,home,10,0,28,0,2
5,321.94,entertainment,1,0,3,0,3
16,146.57,clothing,20,0,2,0,2
19,88.89,clothing,12,1,776,1,0
5,47.99,electronics,13,1,11,1,0
18,104.15,clothing,3,0,69,0,3
23,415.73,home,12,1,20,0,1
7,305.15,food,15,0,13,0,3
8,91.64,home,4,1,5,0,1
10,473.77,home,9,0,7,0,2
18,128.82,entertainment,13,0,25,0,3
10,480.81,entertainment,15,0,38,0,3
15,62.55,clothing,13,0,11,0,2
21,352.08,electronics,14,0,117,0,2
0,351.91,electronics,8,1,307,1,1
23,411.43,clothing,18,0,36,0,3
11,113.19,home,9,1,8,0,2
6,252.0,food,8,1,25,0,0
6,118.46,food,20,1,126,0,0
3,460.49,beauty,16,0,851,0,3
17,479.21,entertainment,12,0,8,0,3
18,435.04,entertainment,6,0,23,0,3
8,201.95,home,5,1,52,0,0
15,470.13,clothing,17,0,5,0,3
5,231.31,clothing,17,0,10,0,3
0,338.68,entertainment,19,0,96,1,2
8,97.64,electronics,8,1,1242,0,0
10,186.13,entertainment,14,0,21,0,3
11,185.71,entertainment,9,0,17,0,2
18,344.58,clothing,9,0,2,0,3
12,102.05,beauty,5,0,304,1,0
13,252.3,beauty,17,0,2394,1,2
15,153.52,home,19,1,962,1,0
5,34.72,electronics,16,0,540,1,0
23,170.65,electronics,12,0,39,0,2
8,175.35,entertainment,4,0,28,0,3
19,103.48,home,18,1,2,0,2
11,165.92,home,16,0,279,0,1
2,193.63,electronics,15,0,16,1,1
5,322.09,electronics,14,0,268,0,2
2,44.16,electronics,8,1,2,0,1
22,137.4,beauty,13,0,107,0,3
11,375.21,home,15,1,281,1,0
0,66.89,food,9,0,9,0,2
2,109.23,entertainment,4,0,508,0,2
15,276.47,clothing,13,0,229,0,3
3,134.91,food,3,1,147,0,0
9,118.53,beauty,10,0,739,1,0
16,420.07,clothing,2,0,3,0,3
10,432.8,entertainment,18,0,1,0,3
4,484.92,beauty,18,0,7,0,3
20,375.71,home,14,1,35,0,1
9,454.92,entertainment,18,0,972,1,1
9,186.06,electronics,5,1,1490,1,0
4,175.22,entertainment,18,1,25,0,3
15,153.31,entertainment,10,0,2,0,2
17,189.95,entertainment,18,0,872,1,1
22,369.87,entertainment,13,0,682,1,2
20,123.58,home,9,1,71,0,1
8,209.39,clothing,6,1,746,1,0
14,310.78,electronics,20,0,1106,1,1
4,29.57,home,1,1,330,1,0
8,66.89,entertainment,1,0,2123,1,0
15,112.51,entertainment,10,0,1,0,3
11,234.52,clothing,11,1,6,0,2
4,32.74,entertainment,3,0,663,1,1
8,409.54,clothing,4,0,83,0,2
12,386.76,entertainment,8,0,871,1,0
14,368.98,clothing,17,0,1221,1,1
12,342.31,electronics,11,1,3,0,2
23,469.02,home,4,1,6,0,2
6,183.41,clothing,7,0,699,1,1
13,165.63,food,9,1,288,1,0
7,9.42,clothing,19,0,19,0,2
19,81.72,clothing,8,1,1339,1,0
19,172.52,beauty,2,1,2,0,1
22,270.49,clothing,5,0,1678,1,1
17,395.34,electronics,15,0,344,1,0
12,182.29,food,9,1,23,0,1
14,281.72,home,16,1,100,1,0
11,165.22,entertainment,9,0,141,0,2
17,84.37,home,5,1,29,0,1
17,186.72,clothing,17,0,6,1,2
0,311.77,electronics,20,1,5,0,1
21,483.75,entertainment,7,0,55,0,3
17,81.3,electronics,11,0,328,1,0
3,263.98,clothing,2,0,4529,1,1
1,105.03,entertainment,7,0,533,0,2
12,330.67,home,20,0,451,1,0
11,114.26,beauty,3,1,12,0,1
20,248.25,clothing,15,0,10471,1,0
17,373.02,entertainment,12,0,485,1,1
19,136.58,clothing,3,0,430,1,1
6,480.49,clothing,4,0,5,0,3
6,100.59,beauty,8,0,4,0,2
17,375.85,entertainment,4,0,5,0,3
21,232.07,beauty,14,0,211,1,0
5,277.23,home,11,0,1,0,3
19,224.29,electronics,11,0,1,0,3
11,209.11,beauty,14,0,456,1,0
7,283.76,food,13,1,10,0,1
8,183.2,entertainment,15,0,651,1,1
1,491.56,home,1,1,1,0,2
9,8.25,food,7,1,317,1,0
22,412.06,home,17,1,30,0,1
4,51.67,entertainment,12,0,249,1,1
18,128.68,electronics,10,1,2026,1,0
6,368.46,beauty,11,0,6986,1,1
22,352.91,clothing,20,0,139,1,1
18,193.87,clothing,11,0,1,0,2
13,465.47,clothing,8,0,34,0,3
0,318.77,beauty,13,1,1,0,3
10,272.27,food,11,1,195,1,0
1,338.45,entertainment,15,0,504,0,3
2,114.93,electronics,13,1,269,1,0
15,287.86,clothing,18,0,15,1,1
16,220.07,beauty,5,0,13,0,2
6,246.49,beauty,19,0,15,0,3
23,264.5,food,3,1,12,0,1
21,462.45,clothing,4,0,28,0,3
11,99.29,electronics,20,0,2,0,3
5,493.89,home,15,0,16,0,3
7,103.84,electronics,5,0,82,0,1
3,371.09,food,20,0,135,0,3
9,11.8,beauty,4,0,5,0,3
10,108.46,home,7,1,2,0,1
8,276.66,home,5,0,18,0,1
12,293.59,beauty,17,1,332,1,0
9,104.34,beauty,20,0,6,0,3
0,37.97,beauty,9,0,27,0,2
11,432.82,clothing,10,0,252,0,2
7,490.0,home,4,0,139,0,2
19,268.12,food,7,1,5,0,2
22,15.64,food,17,1,1,0,2
23,82.72,electronics,12,1,1809,1,0
16,141.56,clothing,9,0,325,0,1
0,472.35,electronics,8,1,35,0,1
21,72.94,beauty,13,0,15,0,3
20,344.83,entertainment,8,0,98,0,1
9,455.32,electronics,15,0,2854,1,0
4,292.61,beauty,7,0,1898,1,1
22,449.83,food,14,0,2,0,3
4,329.83,home,6,1,2,0,1
23,63.6,electronics,5,0,10,0,2
13,480.79,electronics,15,0,276,0,3
20,466.96,electronics,5,0,173,1,0
5,17.97,home,20,1,1,0,2
7,300.2,food,1,1,138,0,1
15,71.37,home,16,0,63,1,0
12,248.27,food,6,1,387,1,0
0,463.09,entertainment,8,0,3,0,3
6,37.74,entertainment,20,0,198,1,0
14,444.36,entertainment,13,0,59,0,3
12,361.5,entertainment,20,0,8,0,3
17,264.99,beauty,2,0,16,0,2
1,439.5,food,17,1,11,0,2
1,281.06,home,2,1,61,0,0
9,387.97,electronics,15,1,1147,1,0
1,346.53,food,15,1,209,0,1
23,252.83,food,19,0,16,0,3
4,199.57,electronics,15,1,1,0,1
22,448.42,entertainment,3,0,1,0,3
22,399.26,beauty,4,1,642,0,2
20,184.66,home,13,0,71,0,2
19,475.13,entertainment,18,0,1,0,3
10,284.92,beauty,5,0,123,1,0
22,30.4,electronics,10,0,14,0,2
9,315.09,clothing,5,0,20,1,1
8,11.04,entertainment,16,0,80,1,1
15,122.75,home,16,1,1271,0,0
19,302.05,food,18,1,1,0,1
6,29.21,food,2,1,2103,1,0
1,335.16,home,10,1,63,1,0
3,211.39,food,6,1,7,0,1
22,351.42,home,18,1,3978,0,0
18,183.29,clothing,3,0,590,1,0
12,411.03,entertainment,18,0,176,0,3
3,348.84,electronics,11,0,37,0,3
22,108.48,clothing,4,0,34,0,2
16,493.66,entertainment,20,0,69,0,2
9,216.39,electronics,9,0,42,0,1
11,463.92,home,19,1,190,0,0
15,248.79,food,20,1,28,1,0
6,5.78,clothing,15,0,103,1,0
6,400.78,entertainment,14,1,165,1,0
20,110.11,beauty,7,0,16,1,2
2,157.35,home,18,1,1966,1,0
21,169.98,entertainment,19,0,371,1,1
5,101.04,electronics,16,0,56,0,3
20,72.2,food,15,1,61,0,1
10,233.92,entertainment,2,0,300,1,0
23,340.71,home,18,1,13,0,2
10,400.77,electronics,3,0,982,1,0
0,172.88,entertainment,18,0,74,0,3
12,97.75,clothing,10,0,392,1,0
1,139.39,clothing,16,0,2178,1,1
9,111.99,electronics,6,1,4,0,1
6,457.11,entertainment,17,1,2,0,1
16,81.27,electronics,16,0,5,0,3
10,75.93,clothing,17,0,1685,1,1
23,23.09,entertainment,17,0,1197,1,1
1,345.09,home,3,1,5,0,2
3,262.69,beauty,10,1,99,0,1
20,446.61,electronics,7,1,2400,1,0
10,387.53,beauty,4,0,683,1,1
3,12.55,home,18,1,387,1,0
11,276.94,electronics,5,0,14,0,1
18,126.19,clothing,10,0,146,1,0
14,30.11,clothing,16,0,122,1,0
12,31.63,entertainment,13,0,1,0,3
18,316.59,beauty,15,0,404,1,1
6,357.88,beauty,18,1,75,0,1
14,286.06,clothing,15,1,36,1,0
20,356.56,entertainment,16,0,127,1,1
19,132.74,electronics,13,1,105,0,0
10,395.45,electronics,15,0,271,1,0
3,178.96,entertainment,6,0,1046,1,0
18,68.06,clothing,13,0,22,0,3
10,280.29,clothing,10,0,305,0,1
13,123.09,food,18,1,1,0,2
2,173.65,beauty,19,0,735,0,3
18,394.73,home,8,1,30,0,0
23,465.78,home,16,1,100,0,1
10,279.77,entertainment,6,0,52,0,2
19,58.83,home,13,1,167,0,2
1,49.81,food,19,0,44,0,2
0,379.75,beauty,5,0,388,1,0
19,291.08,food,7,1,142,1,0
18,398.2,beauty,10,0,7,0,3
22,491.38,electronics,3,0,3,0,3
16,205.08,food,10,1,20,0,0
1,5.42,home,12,1,246,1,0
0,121.44,beauty,19,0,1390,1,1
12,205.99,entertainment,18,0,150,1,0
4,98.17,entertainment,12,0,53,1,1
21,67.15,clothing,3,0,197,1,0
15,330.67,food,3,1,33,0,1
14,447.32,beauty,20,0,110,0,2
14,257.16,home,15,1,724,1,0
13,304.26,home,16,0,600,1,0
16,138.28,home,19,1,1,0,1
18,244.22,electronics,4,0,345,0,1
2,75.33,beauty,17,0,138,0,3
8,235.14,clothing,17,0,460,1,1
15,317.18,beauty,3,0,5,0,3
18,159.69,clothing,11,0,1016,1,1
14,258.77,entertainment,19,0,15,0,2
9,148.16,clothing,20,0,20,0,3
18,133.92,beauty,16,0,1,0,2
21,495.23,beauty,20,1,6,0,1
4,255.27,electronics,9,1,188,1,0
8,12.03,clothing,20,1,8,0,3
4,331.28,electronics,6,1,38,0,1
15,94.5,home,2,1,1025,1,0
4,299.79,food,16,1,160,0,1
12,122.78,entertainment,6,0,76,0,1
11,31.89,electronics,4,1,1,0,1
15,154.18,beauty,18,0,42,0,2
12,239.92,food,17,1,109,1,0
14,194.09,electronics,17,0,67,1,1
17,320.52,entertainment,20,0,3,0,3
10,138.81,clothing,9,0,246,1,0
21,375.8,beauty,19,0,6,0,3
21,346.69,food,11,1,21,0,0
2,10.92,clothing,17,1,88,0,1
7,364.0,electronics,7,1,12,0,0
1,469.56,beauty,7,0,1,0,3
22,479.11,clothing,20,1,2502,0,2
20,285.2,food,4,1,391,1,0
14,331.94,clothing,15,0,417,1,1
13,347.65,beauty,11,0,1,0,3
8,389.67,entertainment,13,0,1179,1,1
8,93.08,clothing,16,0,778,1,1
12,93.33,entertainment,4,0,77,0,2
6,308.91,clothing,15,0,237,1,1
2,39.85,beauty,9,0,470,1,1
15,78.68,beauty,1,0,1,0,2
8,80.05,electronics,13,0,27,0,2
15,241.68,entertainment,3,0,523,1,0
22,409.9,entertainment,4,0,12,0,3
11,170.05,electronics,13,1,1,0,1
20,49.88,home,11,1,16,0,0
9,325.66,food,18,1,309,1,0
6,152.94,entertainment,4,0,416,1,0
2,443.18,entertainment,7,0,60,1,1
23,498.21,food,16,1,9,0,2
20,157.33,home,15,0,2758,1,0
10,32.75,beauty,2,0,76,1,0
20,335.32,entertainment,18,0,54,0,3
2,23.25,food,16,1,473,0,0
19,27.67,beauty,5,1,3,0,1
9,411.27,clothing,15,0,12,0,3
2,409.81,clothing,4,0,144,0,2
7,36.24,food,14,1,10,0,1
23,340.81,electronics,4,0,3,0,3
4,164.19,food,2,1,36,1,0
3,140.58,entertainment,6,0,1149,0,2
14,125.6,home,2,1,13,0,0
20,308.16,food,1,1,307,1,0
0,93.81,clothing,19,0,1,0,3
15,347.72,food,5,1,1,0,1
13,123.43,food,20,1,8,0,2
22,252.44,clothing,10,0,36,1,1
7,99.99,home,4,0,1151,0,0
17,256.23,entertainment,7,0,536,1,0
4,344.2,entertainment,16,0,47,0,3
1,31.74,electronics,10,1,154,1,0
19,403.55,entertainment,2,0,6042,1,0
17,92.06,clothing,16,0,1187,1,0
7,362.09,home,19,1,96,1,0
21,449.69,food,4,1,3737,1,0
23,209.23,food,13,1,252,1,0
18,244.78,entertainment,5,0,1,0,3
5,196.73,food,15,1,117,0,1
8,105.09,food,2,1,199,1,0
4,60.0,entertainment,15,0,8,0,3
7,443.77,home,6,0,1338,0,1
19,453.26,home,18,0,235,1,0
16,247.16,food,19,1,88,0,0
0,366.36,beauty,8,0,5,0,3
7,446.45,home,5,0,343,0,1
13,490.19,clothing,16,0,1,0,3
13,267.91,entertainment,4,0,144,1,0
17,377.77,beauty,14,0,21,1,2
9,123.34,clothing,1,0,65,1,0
22,232.35,home,19,1,20,0,1
4,437.73,entertainment,6,0,219,1,1
14,353.43,clothing,3,0,24,0,3
16,21.19,entertainment,9,0,1046,0,1
18,398.27,beauty,3,0,4563,1,1
1,259.79,beauty,12,0,104,1,0
11,235.35,clothing,12,0,13,0,3
22,38.17,beauty,7,0,333,1,1
17,61.21,entertainment,19,0,1,0,3
23,381.64,electronics,12,0,1,0,3
13,142.19,clothing,12,0,118,0,2
16,415.63,entertainment,18,0,1,0,3
9,228.73,electronics,3,1,48,0,1
2,44.68,food,10,0,2575,1,0
5,141.59,beauty,5,0,78,0,3
16,476.29,clothing,10,0,1,0,3
4,239.58,entertainment,15,0,189,1,1
6,36.16,food,17,1,40,0,1
10,329.6,electronics,16,0,5,0,3
17,225.4,electronics,19,1,2,0,1
5,395.69,food,16,1,1117,1,0
1,78.43,electronics,15,0,76,0,2
5,357.35,electronics,6,0,1,0,3
22,452.83,food,6,1,2419,1,0
10,289.39,entertainment,9,0,201,1,0
22,22.17,electronics,12,1,96,0,1
5,269.15,clothing,1,0,6,0,3
4,474.16,electronics,5,1,650,0,1
16,168.98,beauty,10,0,458,1,0
18,335.11,home,15,1,116,1,0
15,450.59,food,18,1,755,1,0
19,421.23,entertainment,12,0,1070,1,0
20,101.6,home,8,0,164,0,1
6,16.16,home,15,0,9,0,3
16,200.24,entertainment,11,0,1087,0,3
1,454.68,electronics,13,1,67,0,1
11,196.13,clothing,10,0,899,1,0
14,437.78,clothing,7,0,10,0,3
13,402.82,electronics,6,0,31,0,2
13,365.66,entertainment,5,0,76,0,2
4,107.85,entertainment,17,0,1419,1,1
18,379.28,clothing,1,0,6,0,2
13,91.57,entertainment,19,0,779,1,1
5,416.98,electronics,18,0,50,0,3
9,418.12,electronics,16,0,19,0,3
0,396.65,food,9,1,2,0,1
20,238.91,beauty,10,0,80,0,2
22,324.17,clothing,4,0,11,0,3
2,301.45,electronics,19,0,1,0,3
8,315.86,entertainment,4,0,119,0,2
0,423.41,food,19,1,854,1,0
22,72.07,food,2,1,20,0,1
11,29.11,electronics,17,0,1150,1,0
6,384.39,food,4,1,843,1,0
10,436.86,beauty,10,0,1,0,3
11,52.44,home,12,0,196,1,0
16,144.3,entertainment,14,0,80,0,2
3,112.85,home,8,0,167,0,2
17,308.65,home,18,0,78,0,1
3,211.59,clothing,4,0,226,0,2
15,177.36,beauty,12,0,9,0,3
19,263.94,electronics,6,0,28,1,0
3,115.07,beauty,5,0,86,1,0
6,69.46,clothing,14,0,1,0,3
2,14.31,entertainment,14,1,156,1,1
21,259.17,clothing,16,1,180,1,0
2,154.31,clothing,4,0,2,0,3
6,295.86,food,6,1,319,1,0
4,423.7,electronics,19,1,512,1,0
16,391.5,home,8,1,2156,1,0
18,382.81,home,7,0,9,0,2
5,451.32,home,1,0,216,1,1
6,460.64,beauty,16,0,2,0,3
14,338.4,clothing,6,0,39,0,2
13,111.07,food,14,1,21,0,1
3,235.62,home,5,1,285,1,0
9,280.78,clothing,3,0,1533,1,1
9,231.19,beauty,10,0,1,0,2
7,279.19,electronics,14,1,42,1,0
15,469.85,electronics,6,1,16,0,0
21,57.06,entertainment,17,0,101,1,0
4,200.43,beauty,19,0,30,0,3
5,37.03,food,11,1,4,0,2
12,65.77,entertainment,16,0,6,0,3
18,298.86,beauty,13,0,570,0,3
12,493.82,home,9,1,1,0,1
3,129.09,entertainment,8,0,1362,1,0
3,370.21,clothing,16,0,103,0,3
12,304.27,electronics,5,1,2,0,1
2,332.23,home,16,0,1856,1,1
21,251.46,home,9,1,60,0,0
17,275.58,clothing,14,0,724,1,0
14,160.71,entertainment,15,0,1941,1,1
17,331.41,electronics,6,0,285,1,0
22,197.59,clothing,19,0,1,0,3
21,272.0,entertainment,16,0,951,1,0
1,198.74,entertainment,19,0,190,0,2
11,384.4,electronics,11,1,62,0,0
4,419.28,electronics,19,1,19,0,1
10,193.38,entertainment,12,0,31,0,2
1,332.31,food,8,1,15,0,1
22,37.42,electronics,4,1,209,1,0
10,23.5,beauty,14,0,664,0,3
8,15.1,entertainment,19,1,58,1,0
18,198.2,home,4,0,189,1,0
21,106.92,entertainment,17,0,36,0,2
5,309.34,electronics,14,1,4,0,2
2,420.99,home,7,1,102,1,0
18,204.0,food,20,1,364,1,0
18,51.89,electronics,9,1,78,0,1
15,216.42,electronics,3,0,169,1,0
9,219.29,home,11,1,54,0,1
19,260.11,beauty,18,0,452,1,1
22,260.53,food,19,1,52,0,1
23,469.36,electronics,18,0,114,0,3
13,467.64,beauty,2,0,128,1,1
4,123.99,beauty,10,0,78,0,2
2,318.79,entertainment,9,0,171,0,3
8,344.99,food,13,1,124,1,0
0,126.57,electronics,15,0,36,0,3
13,325.23,clothing,7,1,285,1,0
8,395.89,electronics,18,1,1,0,2
23,245.49,clothing,2,0,162,1,1
19,152.5,clothing,14,0,1080,0,2
2,201.46,beauty,5,0,6,0,3
16,466.8,home,19,0,9,0,3
8,250.74,clothing,8,0,21,0,1
10,168.0,home,13,0,19,0,2
13,112.91,clothing,6,1,192,1,0
13,130.88,home,2,1,61,1,0
3,161.66,entertainment,16,0,11,0,3
4,184.68,beauty,12,0,1320,1,1
19,22.23,beauty,2,0,62,0,2
7,130.23,entertainment,10,0,10,0,2
21,65.42,food,15,1,2,0,1
12,464.12,electronics,10,1,7318,0,1
7,152.22,food,15,1,1,0,1
20,206.11,clothing,9,0,52,0,2
15,238.19,entertainment,11,0,60,0,2
3,413.08,beauty,9,0,334,1,1
19,365.97,home,11,1,458,1,0
1,322.48,food,15,1,285,1,0
12,104.04,electronics,11,0,524,1,1
7,260.6,beauty,5,0,41,0,2
10,228.49,beauty,5,0,126,0,2
10,400.77,food,3,1,757,1,0
12,472.65,home,8,1,8820,1,0
17,325.32,beauty,8,0,51,0,2
6,134.58,food,2,1,61,0,0
8,78.88,electronics,6,0,215,1,0
22,265.29,entertainment,16,0,141,0,3
6,473.3,electronics,10,0,62,1,0
13,428.89,home,7,0,139,1,0
21,98.73,food,14,1,291,1,0
8,121.57,entertainment,8,0,2574,0,2
14,47.44,entertainment,5,0,1,0,2
12,344.99,beauty,13,0,154,0,3
8,41.16,home,2,1,1,0,0
15,454.57,home,20,0,847,0,2
0,130.56,home,13,1,109,1,0
11,70.46,home,2,1,7,1,0
16,248.96,electronics,15,1,659,1,0
16,219.3,electronics,4,1,2,0,1
15,436.48,electronics,12,0,100,1,1
8,308.4,electronics,17,1,3,0,1
10,369.75,entertainment,5,0,2,0,3
20,400.12,clothing,7,1,1462,1,0
1,237.77,food,15,1,21,0,1
15,25.19,electronics,18,0,11,0,2
23,434.11,clothing,12,1,3795,0,1
5,418.3,beauty,17,0,375,0,3
21,294.91,home,1,1,35,0,1
13,460.6,food,16,1,42,0,1
0,145.72,beauty,4,0,18,0,3
3,419.3,food,1,1,179,0,0
21,242.53,beauty,9,0,55,1,0
1,329.81,entertainment,11,0,4,0,3
18,69.01,clothing,10,0,2581,1,0
2,275.84,home,13,1,378,1,0
7,482.7,entertainment,3,1,1440,1,0
12,390.85,electronics,5,1,5,0,1
13,369.27,electronics,20,1,221,0,0
11,258.76,entertainment,15,0,1,0,3
18,302.17,clothing,14,0,5,0,3
13,317.19,clothing,2,0,5,0,3
21,115.99,beauty,5,0,5,0,1
20,264.72,electronics,15,0,120,0,2
15,153.69,food,10,1,73,0,0
9,286.43,home,3,0,13,0,1
16,215.33,clothing,15,0,66,0,2
8,180.95,home,3,0,134,1,0
23,332.48,food,6,1,801,1,0
13,438.99,electronics,11,0,82,0,2
21,227.72,electronics,11,0,23,0,3
5,109.48,clothing,20,1,45,0,2
13,269.52,clothing,13,1,3311,1,0
15,232.78,entertainment,20,0,207,1,0
19,183.56,beauty,13,0,629,1,1
4,11.87,clothing,1,0,542,1,1
0,108.57,beauty,5,0,601,0,3
20,429.8,home,7,1,29,0,1
4,239.62,clothing,4,1,85,1,0
22,225.41,entertainment,16,1,748,0,1
7,104.66,home,13,1,113,1,0
20,424.58,entertainment,14,0,2,0,3
19,366.88,electronics,2,0,9,0,2
18,363.68,beauty,16,0,412,1,1
0,213.89,electronics,18,1,3,0,3
13,445.12,clothing,16,0,55,0,3
14,350.27,clothing,6,1,150,1,0
11,221.86,home,8,1,2,0,1
19,427.46,beauty,15,0,522,1,1
22,198.23,entertainment,12,0,1,0,3
5,312.81,electronics,3,0,988,1,0
6,82.38,entertainment,4,0,50,0,1
15,155.31,food,18,1,1439,1,0
8,181.74,food,6,1,60,0,0
1,404.37,electronics,14,1,141,1,0
17,115.93,electronics,11,0,33,0,2
17,137.41,food,17,1,88,1,0
1,463.68,entertainment,15,0,40,0,3
3,391.92,home,4,0,465,1,0
3,87.69,clothing,7,0,1117,1,0
9,355.54,home,16,0,246,1,1
20,185.05,food,4,1,39,0,1
13,385.76,clothing,8,0,51,0,2
9,254.99,clothing,9,0,91,0,2
11,316.57,food,5,1,2,0,1
7,73.31,entertainment,14,0,18,0,2
16,398.33,electronics,1,0,39,0,3
22,404.09,clothing,3,0,174,0,2
5,219.87,entertainment,2,0,69,0,3
18,33.62,beauty,17,0,43,0,3
21,351.89,electronics,11,0,8253,1,1
8,450.6,home,5,0,33,0,3
6,444.35,home,20,0,26,0,3
20,205.23,food,10,1,9,0,2
12,363.92,beauty,5,0,3,0,3
6,50.95,home,10,1,54,0,0
5,16.59,home,19,1,41,0,0
9,364.62,home,4,0,70,0,2
8,315.36,electronics,4,1,6,0,1
3,227.12,home,1,1,1000,0,0
23,494.56,home,18,0,82,1,2
9,145.85,beauty,19,0,1017,0,2
16,370.07,clothing,11,0,1839,1,2
11,229.88,food,14,1,132,1,0
1,215.32,food,16,1,2556,1,0
21,265.5,home,18,1,938,1,0
8,294.23,beauty,14,0,1068,0,2
15,367.2,entertainment,6,0,244,1,1
22,231.57,beauty,17,0,4151,1,1
6,230.44,clothing,6,0,751,1,0
3,302.79,entertainment,4,0,21,0,3
1,263.77,clothing,12,0,9,1,2
9,245.53,food,5,1,32,0,0
9,445.08,food,6,1,43,0,0
3,276.03,clothing,2,0,672,0,3
18,228.93,electronics,13,0,7,0,2
19,70.74,food,17,1,17,0,1
21,227.29,beauty,11,1,29,0,1
19,207.77,food,13,1,74,1,0
21,445.57,beauty,9,0,70,0,2
22,17.28,beauty,10,0,1545,1,0
17,47.15,home,18,1,589,1,0
18,263.27,entertainment,17,0,383,1,1
17,93.97,clothing,9,0,185,1,0
22,420.26,home,15,1,13,0,1
10,203.89,clothing,16,0,309,1,0
13,94.35,clothing,17,0,193,1,0
3,489.99,home,6,1,274,1,0
2,81.34,entertainment,6,0,17,0,3
5,18.45,clothing,10,0,1497,1,0
13,447.04,electronics,13,0,1,0,2
1,105.27,home,19,1,7,0,2
16,195.6,clothing,9,1,4,0,1
13,37.4,clothing,14,0,8,0,3
0,138.23,home,4,1,66,0,0
4,155.78,entertainment,15,0,8,0,3
6,392.53,food,12,1,384,1,0
7,271.08,entertainment,18,0,953,1,0
14,480.75,home,10,0,235,1,0
1,467.09,entertainment,9,0,29,0,3
12,499.62,beauty,7,0,40,0,2
1,84.9,home,19,1,349,1,0
22,65.87,food,18,0,17,0,2
6,307.17,electronics,11,0,125,0,2
22,229.1,food,11,1,15,0,1
19,167.59,beauty,5,0,5476,1,0
15,7.12,clothing,6,0,784,0,2
22,247.04,entertainment,18,0,52,0,3
20,43.37,clothing,15,0,728,1,0
12,414.6,electronics,13,1,11,0,1
22,491.98,clothing,15,0,374,1,1
0,114.65,clothing,9,0,18,0,3
6,49.53,home,10,0,2618,1,0
15,483.81,clothing,9,0,134,0,2
19,108.5,food,13,1,31,1,0
16,249.54,home,7,0,457,0,1
21,303.47,food,3,1,12,0,0
4,133.51,home,8,0,905,0,2
